index,formula,MXene,H_MXene,RM1,EM1,AM1,VM1,IPM1,RX,EX,AX,VX,IPX,RT,ET,AT,VT,IPT,RM2,EM2,AM2,VM2,IPM2,RM1-RM2,RT-RM1,RT-RM2,(RM1-M2)/(RM1+RM2)/2,EX-EM1,EX-EM2,ET-EM1,ET-EM2,EM1-EM2,d_avg,d_diff,(ET-EM1)/(RM1+RT),(ET-EM2)/(RM2+RT),(EX-EM1)/(RM1+RX),(EX-EM2)/(RM2+RX),COM_M1,COM_M2,RM_avg,EM_avg,P_diff,G_diff,ET-EM_avg,pT-d_avg,VEC,IP_avg,mM_avg,RM1/M2,EM1/M2,AM1/M2,VM1/M2,IPM1/M2,X_AN,X_PNME,X_DNME,X_SZaME/(SZaME)max,X_REaME/(REaME)max,X_PNMD,X_SZaMD/(SZaMD)max,X_REaMD/(REaMD)max,T_AN,T_PNME,T_DNME,T_SZaME/(SZaME)max,T_REaME/(REaME)max,T_PNMD,T_SZaMD/(SZaMD)max,T_REaMD/(REaMD)max,M2_AN,M2_PNME,M2_DNME,M2_SZaME/(SZaME)max,M2_REaME/(REaME)max,M2_PNMD,M2_SZaMD/(SZaMD)max,M2_REaMD/(REaMD)max,M1_AN,M1_PNME,M1_DNME,M1_SZaME/(SZaME)max,M1_REaME/(REaME)max,M1_PNMD,M1_SZaMD/(SZaMD)max,M1_REaMD/(REaMD)max,A,d_T-M1,d_T-X,d_M1_X,X_bader,T1_bader,T2_bader,M2_bader,M1_bader,WF_bottom(eV),WF_top(eV),WF_diff,WF_avg,d_H_M1,d_H_T,e_dpz,e_d(M1),e_d(M2),E_pz_T,E_d_M1,E_d_M2,Formation_Energy_eV_per_atom,E_above_hull_eV_per_atom,Delta_G_eV
445,ScVCF2,AA,m2,1.6,1.36,0.1882,11,6.56149,0.7,2.55,1.262113612,4,11.260288,0.5,3.98,3.401189824,7,17.42282,1.35,1.63,0.527662,13,6.746187,0.25,-1.1,-0.85,0.042372881,1.19,0.92,2.62,2.35,-0.27,2,2,1.247619048,1.27027027,0.517391304,0.448780488,2.411364546,2.830493537,1.475,1.495,0,2,2.485,3,5.2,6.6538385,47.948706,1.185185185,0.834355828,0.356667715,0.846153846,0.972622016,6,88,12,0.15167,0.78879,87,0.15208,0.77673,9,106,3,0.13207,0.90585,106,0.1304,0.90585,23,50,60,0.41533,0.28804,47,0.42558,0.27756,21,14,105,0.6303,0.1898,11,0.64709,0.18255,3.082750122,2.169702865,2.877964818,2.225884914,1.78836,0.775037,0.73577,-1.593697,-1.705472,5.498838333,4.838378667,-0.660459667,5.1686085,3.526065879,2.918050572,-5.503868851,1.83504093,0.177903401,-5.516693566,1.726983294,0.403823927,-2.009163,0.367145,2.187264
213,VScCF2,AA,m1,1.35,1.63,0.527662,13,6.746187,0.7,2.55,1.262113612,4,11.260288,0.5,3.98,3.401189824,7,17.42282,1.6,1.36,0.1882,11,6.56149,-0.25,-0.85,-1.1,-0.042372881,0.92,1.19,2.35,2.62,0.27,2,2,1.27027027,1.247619048,0.448780488,0.517391304,2.830493537,2.411364546,1.475,1.495,0,2,2.485,3,5.2,6.6538385,47.948706,0.84375,1.198529412,2.803730074,1.181818182,1.028148637,6,88,12,0.15167,0.78879,87,0.15208,0.77673,9,106,3,0.13207,0.90585,106,0.1304,0.90585,21,14,105,0.6303,0.1898,11,0.64709,0.18255,23,50,60,0.41533,0.28804,47,0.42558,0.27756,3.082805219,2.171169769,2.877760025,2.050374174,1.784811,0.733342,0.773938,-1.703348,-1.588744,4.851941,5.506931,0.65499,5.179436,3.389426437,0.94610837,-5.50381783,0.178536876,1.826250843,-5.969164766,0.263815311,1.460825217,-2.009161,0.367147,1.817892
144,MnTiNBr2,AA,bridge,1.4,1.55,-0.52,13,7.434038,0.65,3.04,-0.07,5,14.53413,1.15,2.96,3.3635883,7,11.81381,1.4,1.54,0.075545,12,6.82812,0,-0.25,-0.25,0,1.49,1.5,1.41,1.42,0.01,3.5,3,0.552941176,0.556862745,0.726829268,0.731707317,0.760757994,0.761045752,1.4,1.545,0,3,1.415,1.5,6,7.131079,51.4025225,1,1.006493506,-6.883314581,1.083333333,1.088738628,7,94,8,0.1473,0.81216,93,0.14784,0.79901,35,108,10,0.19779,0.60484,108,0.1953,0.60484,22,46,64,0.43051,0.27789,43,0.441,0.26786,25,58,52,0.3851,0.31065,55,0.39497,0.29907,3.280488211,2.573295852,3.152600391,2.047641547,1.479529,0.397599,0.567499,-1.588255,-0.856369,3.693195,4.170044333,0.476849333,3.931619667,3.08794527,1.685479286,-3.575084936,-0.87656737,0.463428245,-3.259876428,0.09194364,0.760016405,-0.869864,0.36774,0.309757
432,ZrMnCSe2,AB,bridge,1.55,1.33,0.433289,12,6.634126,0.7,2.55,1.262113612,4,11.260288,1.15,2.55,2.020604712,6,9.752392,1.4,1.55,-0.52,13,7.434038,0.15,-0.4,-0.25,0.025423729,1.22,1,1.22,1,-0.22,3.5,3,0.451851852,0.392156863,0.542222222,0.476190476,0.833333333,0.823529412,1.475,1.44,1,3,1.11,0.5,5.4,7.034082,73.0810225,1.107142857,0.858064516,-0.833248077,0.923076923,0.892398721,6,88,12,0.15167,0.78879,87,0.15208,0.77673,34,102,14,0.21954,0.54493,101,0.22068,0.53528,25,58,52,0.3851,0.31065,55,0.39497,0.29907,40,47,68,0.50364,0.23753,44,0.51595,0.22894,3.298512165,2.676596587,2.461333554,2.311415206,1.508942,0.725153,0.295843,-0.82311,-1.706827,4.976710667,5.670088667,0.693378,5.323399667,2.167289476,1.73664388,-1.54447482,1.722718287,-1.272529852,-1.719815672,1.487580248,0.441610649,-0.471814,0.370214,0.325097
438,HfTaCF2,AA,m2,1.55,1.3,0.17807,10,6.82507,0.7,2.55,1.262113612,4,11.260288,0.5,3.98,3.401189824,7,17.42282,1.45,1.5,0.32312,11,7.549571,0.1,-1.05,-0.95,0.016666667,1.25,1.05,2.68,2.48,-0.2,2.5,1,1.307317073,1.271794872,0.555555556,0.488372093,2.353170732,2.604151404,1.5,1.4,0,1,2.58,2.5,5.4,7.1873205,179.71894,1.068965517,0.866666667,0.551095568,0.909090909,0.90403415,6,88,12,0.15167,0.78879,87,0.15208,0.77673,9,106,3,0.13207,0.90585,106,0.1304,0.90585,73,52,69,0.54867,0.21804,49,0.56231,0.21007,72,48,71,0.57475,0.20815,45,0.58884,0.2006,3.194957218,2.291729716,3.136822073,2.208053816,2.051064,0.775676,0.760611,-1.730679,-1.856672,4.069873333,3.606400667,-0.463472667,3.838137,3.527668174,2.851905231,-6.40128673,1.167662565,0.447506084,-6.432844175,1.134525256,0.408938279,-1.901342,0.370291,2.20169
583,WMnCO2,AA,m1,1.35,2.36,0.816268,14,7.86403,0.7,2.55,1.262113612,4,11.260288,0.6,3.44,1.4611053,6,13.618055,1.4,1.55,-0.52,13,7.434038,-0.05,-0.75,-0.8,-0.009090909,0.19,1,1.08,1.89,0.81,4.5,1,0.553846154,0.945,0.092682927,0.476190476,5.975708502,1.9845,1.375,1.955,2,1,1.485,0.5,5.8,7.649034,119.3890225,0.964285714,1.522580645,-1.569746154,1.076923077,1.057840974,6,88,12,0.15167,0.78879,87,0.15208,0.77673,8,100,5,0.14058,0.85098,99,0.14125,0.83626,25,58,52,0.3851,0.31065,55,0.39497,0.29907,74,56,66,0.52343,0.22855,53,0.5367,0.22009,2.957031347,2.079431124,2.728942073,2.149373369,1.387708,0.98936,0.906915,-1.525583,-1.758401,6.330087333,6.944479,0.614391667,6.637283167,2.838532599,0.975620788,-2.46608711,0.556619562,-2.109218769,-2.544505495,0.569450037,0.385187889,-0.795839,0.372938,-0.075166
309,MnZrNBr2,AA,m2,1.4,1.55,-0.52,13,7.434038,0.65,3.04,-0.07,5,14.53413,1.15,2.96,3.3635883,7,11.81381,1.55,1.33,0.433289,12,6.634126,-0.15,-0.25,-0.4,-0.025423729,1.49,1.71,1.41,1.63,0.22,3.5,3,0.552941176,0.603703704,0.726829268,0.777272727,0.760757994,0.776694823,1.475,1.44,1,3,1.52,1.5,6,7.034082,73.0810225,0.903225806,1.165413534,-1.200122782,1.083333333,1.12057534,7,94,8,0.1473,0.81216,93,0.14784,0.79901,35,108,10,0.19779,0.60484,108,0.1953,0.60484,40,47,68,0.50364,0.23753,44,0.51595,0.22894,25,58,52,0.3851,0.31065,55,0.39497,0.29907,3.397060547,2.574336213,3.12555984,2.105610961,1.519605,0.403276,0.626314,-1.791744,-0.75745,3.613108,4.301831333,0.688723333,3.957469667,4.148757119,3.165494203,-3.553621335,-0.72550367,1.215241939,-4.16062652,-0.553638133,0.615833437,-0.928113,0.375149,2.188552
320,NbZrNF2,AA,m2,1.45,1.6,0.917407,13,6.75885,0.65,3.04,-0.07,5,14.53413,0.5,3.98,3.401189824,7,17.42282,1.55,1.33,0.433289,12,6.634126,-0.1,-0.95,-1.05,-0.016666667,1.44,1.71,2.38,2.65,0.27,3,2,1.220512821,1.292682927,0.685714286,0.777272727,1.77991453,1.663100842,1.5,1.465,0,1,2.515,2,5.6,6.696488,92.06519,0.935483871,1.203007519,2.117309694,1.083333333,1.018800366,7,94,8,0.1473,0.81216,93,0.14784,0.79901,9,106,3,0.13207,0.90585,106,0.1304,0.90585,40,47,68,0.50364,0.23753,44,0.51595,0.22894,41,51,65,0.48244,0.24797,48,0.49439,0.23893,3.232262586,2.303492437,3.057044775,2.151621431,1.842231,0.76897,0.79068,-1.808275,-1.593603,3.547865,4.230111333,0.682246333,3.888988167,1.756037353,2.187782616,-6.298394982,0.510167247,1.384614053,-6.176121557,0.613298326,1.480572063,-2.133729,0.376146,1.275974
434,ZrNbNF2,AA,m2,1.55,1.33,0.433289,12,6.634126,0.65,3.04,-0.07,5,14.53413,0.5,3.98,3.401189824,7,17.42282,1.45,1.6,0.917407,13,6.75885,0.1,-1.05,-0.95,0.016666667,1.71,1.44,2.65,2.38,-0.27,3,2,1.292682927,1.220512821,0.777272727,0.685714286,1.663100842,1.77991453,1.5,1.465,0,1,2.515,2,5.6,6.696488,92.06519,1.068965517,0.83125,0.472297464,0.923076923,0.981546565,7,94,8,0.1473,0.81216,93,0.14784,0.79901,9,106,3,0.13207,0.90585,106,0.1304,0.90585,41,51,65,0.48244,0.24797,48,0.49439,0.23893,40,47,68,0.50364,0.23753,44,0.51595,0.22894,3.232291799,2.302473097,3.057080653,2.203963857,1.838291,0.790474,0.767481,-1.591492,-1.804751,4.218205,3.535155,-0.68305,3.87668,3.508291585,2.857835889,-6.296937614,1.384717389,0.51048671,-6.272696384,1.412617099,0.512855614,-2.133727,0.376148,2.147372
111,CrHfNBr2,AA,m2,1.4,1.66,0.6758412,12,6.76651,0.65,3.04,-0.07,5,14.53413,1.15,2.96,3.3635883,7,11.81381,1.55,1.3,0.17807,10,6.82507,-0.15,-0.25,-0.4,-0.025423729,1.38,1.74,1.3,1.66,0.36,3.5,3,0.509803922,0.614814815,0.673170732,0.790909091,0.75731742,0.777352065,1.475,1.48,2,2,1.48,1.5,5.8,6.79579,115.24305,0.903225806,1.276923077,3.795368114,1.2,0.991419868,7,94,8,0.1473,0.81216,93,0.14784,0.79901,35,108,10,0.19779,0.60484,108,0.1953,0.60484,72,48,71,0.57475,0.20815,45,0.58884,0.2006,24,54,56,0.40019,0.29894,51,0.41024,0.28794,3.393015251,2.622250256,3.170141116,2.097356524,1.599656,0.459597,0.621289,-1.73777,-0.942772,3.528817667,4.424083667,0.895266,3.976450667,4.235112666,3.186560452,-4.075567611,-0.864699031,0.566604065,-4.081834965,0.129095148,0.427778594,-0.924703,0.376161,2.187925
541,MnMoNF2,AA,x,1.4,1.55,-0.52,13,7.434038,0.65,3.04,-0.07,5,14.53413,0.5,3.98,3.401189824,7,17.42282,1.45,2.16,0.74733,14,7.09243,-0.05,-0.9,-0.95,-0.00877193,1.49,0.88,2.43,1.82,-0.61,5,0,1.278947368,0.933333333,0.726829268,0.419047619,1.759625574,2.227272727,1.425,1.855,1,1,2.125,0,6.4,7.263234,75.4390225,0.965517241,0.717592593,-0.695810418,0.928571429,1.048165156,7,94,8,0.1473,0.81216,93,0.14784,0.79901,9,106,3,0.13207,0.90585,106,0.1304,0.90585,42,55,61,0.46178,0.25907,52,0.47342,0.24951,25,58,52,0.3851,0.31065,55,0.39497,0.29907,2.992674999,2.102568202,3.029802102,2.156708729,1.500243,0.741163,0.696556,-1.515375,-1.422587,5.796069,5.988728,0.192659,5.8923985,4.017230203,3.002505438,-4.867319347,-2.348599584,-0.156966356,-5.093825168,1.698682567,-0.168900511,-1.216137,0.378792,1.602413
500,MoZrCF2,AA,bridge,1.45,2.16,0.74733,14,7.09243,0.7,2.55,1.262113612,4,11.260288,0.5,3.98,3.401189824,7,17.42282,1.55,1.33,0.433289,12,6.634126,-0.1,-0.95,-1.05,-0.016666667,0.39,1.22,1.82,2.65,0.83,3.5,3,0.933333333,1.292682927,0.181395349,0.542222222,5.145299145,2.384046381,1.5,1.745,0,2,2.235,1.5,5.6,6.863278,93.582,0.935483871,1.62406015,1.724784151,1.166666667,1.0690828,6,88,12,0.15167,0.78879,87,0.15208,0.77673,9,106,3,0.13207,0.90585,106,0.1304,0.90585,40,47,68,0.50364,0.23753,44,0.51595,0.22894,42,55,61,0.46178,0.25907,52,0.47342,0.24951,3.211628891,2.318395249,3.038873788,2.114305104,1.745922,0.726173,0.779936,-1.856101,-1.395929,3.999075333,5.598901333,1.599826,4.798988333,1.685515865,2.138387591,-5.464490739,-0.098903105,1.934745085,-6.007530735,-0.047504156,1.499901351,-1.702692,0.37888,1.558215
71,YTiNF2,AA,x,1.8,1.22,0.30712,11,6.21726,0.65,3.04,-0.07,5,14.53413,0.5,3.98,3.401189824,7,17.42282,1.4,1.54,0.075545,12,6.82812,0.4,-1.3,-0.9,0.0625,1.82,1.5,2.76,2.44,-0.32,1.5,1,1.2,1.284210526,0.742857143,0.731707317,1.615384615,1.755087719,1.6,1.38,1,1,2.6,3.5,5.2,6.52269,68.386425,1.285714286,0.792207792,4.065391489,0.916666667,0.9105376,7,94,8,0.1473,0.81216,93,0.14784,0.79901,9,106,3,0.13207,0.90585,106,0.1304,0.90585,22,46,64,0.43051,0.27789,43,0.441,0.26786,39,15,108,0.74258,0.1611,12,0.76224,0.15497,3.227262154,2.311567666,2.86854572,2.353456132,1.855655,0.803637,0.780561,-1.719388,-1.720462,4.460832,4.122583667,-0.338248333,4.291707833,4.072412926,2.927127641,-6.002831522,0.752198933,0.745896416,-6.013430159,0.669911369,0.743048089,-2.560655,0.381509,2.192897
435,TiYNF2,AA,m2,1.4,1.54,0.075545,12,6.82812,0.65,3.04,-0.07,5,14.53413,0.5,3.98,3.401189824,7,17.42282,1.8,1.22,0.30712,11,6.21726,-0.4,-0.9,-1.3,-0.0625,1.5,1.82,2.44,2.76,0.32,1.5,1,1.284210526,1.2,0.731707317,0.742857143,1.755087719,1.615384615,1.6,1.38,1,1,2.6,3.5,5.2,6.52269,68.386425,0.777777778,1.262295082,0.245978771,1.090909091,1.098252285,7,94,8,0.1473,0.81216,93,0.14784,0.79901,9,106,3,0.13207,0.90585,106,0.1304,0.90585,39,15,108,0.74258,0.1611,12,0.76224,0.15497,22,46,64,0.43051,0.27789,43,0.441,0.26786,3.22724036,2.214622304,2.868573092,2.107134371,1.857732,0.780909,0.800985,-1.718552,-1.721072,4.128865,4.466858667,0.337993667,4.297861833,1.688647885,2.202121998,-6.005426859,0.748135305,0.750615742,-5.936242141,0.794343393,0.650667741,-2.560653,0.381511,1.54425
168,MoMnNF2,AA,m2,1.45,2.16,0.74733,14,7.09243,0.65,3.04,-0.07,5,14.53413,0.5,3.98,3.401189824,7,17.42282,1.4,1.55,-0.52,13,7.434038,0.05,-0.95,-0.9,0.00877193,0.88,1.49,1.82,2.43,0.61,5,0,0.933333333,1.278947368,0.419047619,0.726829268,2.227272727,1.759625574,1.425,1.855,1,1,2.125,0,6.4,7.263234,75.4390225,1.035714286,1.393548387,-1.437173077,1.076923077,0.954048123,7,94,8,0.1473,0.81216,93,0.14784,0.79901,9,106,3,0.13207,0.90585,106,0.1304,0.90585,25,58,52,0.3851,0.31065,55,0.39497,0.29907,42,55,61,0.46178,0.25907,52,0.47342,0.24951,3.236799605,2.278760758,2.842583352,2.048030588,1.429895,0.737128,0.765044,-1.339687,-1.592377,5.972670667,4.808328,-1.164342667,5.390499333,1.688361486,2.230788138,-4.834553714,0.360522103,-2.245057326,-4.697969808,-0.13256824,0.714631264,-1.213302,0.381627,0.782863
273,YTaNSe2,AB,bridge,1.8,1.22,0.30712,11,6.21726,0.65,3.04,-0.07,5,14.53413,1.15,2.55,2.020604712,6,9.752392,1.45,1.5,0.32312,11,7.549571,0.35,-0.65,-0.3,0.053846154,1.82,1.54,1.33,1.05,-0.28,2,2,0.450847458,0.403846154,0.742857143,0.733333333,0.606910039,0.550699301,1.625,1.36,1,2,1.19,2,5,6.8834155,134.926865,1.24137931,0.813333333,0.950482793,1,0.823524939,7,94,8,0.1473,0.81216,93,0.14784,0.79901,34,102,14,0.21954,0.54493,101,0.22068,0.53528,73,52,69,0.54867,0.21804,49,0.56231,0.21007,39,15,108,0.74258,0.1611,12,0.76224,0.15497,3.373566855,2.873235417,2.93949861,2.373551424,1.788465,0.711239,0.68051,-1.528991,-1.651223,5.355711,5.768434667,0.412723667,5.562072833,2.346864113,1.739971978,-1.500532707,2.240966899,1.493074993,-1.616715372,2.105934302,1.460669735,-1.090584,0.3831,0.058133
542,TaYNSe2,BA,bridge,1.45,1.5,0.32312,11,7.549571,0.65,3.04,-0.07,5,14.53413,1.15,2.55,2.020604712,6,9.752392,1.8,1.22,0.30712,11,6.21726,-0.35,-0.3,-0.65,-0.053846154,1.54,1.82,1.05,1.33,0.28,2,2,0.403846154,0.450847458,0.733333333,0.742857143,0.550699301,0.606910039,1.625,1.36,1,2,1.19,2,5,6.8834155,134.926865,0.805555556,1.229508197,1.0520969,1,1.214292309,7,94,8,0.1473,0.81216,93,0.14784,0.79901,34,102,14,0.21954,0.54493,101,0.22068,0.53528,39,15,108,0.74258,0.1611,12,0.76224,0.15497,73,52,69,0.54867,0.21804,49,0.56231,0.21007,3.373571044,2.609485061,2.939536079,2.289262367,1.790946,0.676403,0.714081,-1.656359,-1.525072,5.761265667,5.348504,-0.412761667,5.554884833,1.904308871,1.851137773,-1.509406096,1.495042443,2.250502235,-1.833759336,1.21665154,1.973343184,-1.090583,0.383101,0.990487
108,ScVNF2,AA,x,1.6,1.36,0.1882,11,6.56149,0.65,3.04,-0.07,5,14.53413,0.5,3.98,3.401189824,7,17.42282,1.35,1.63,0.527662,13,6.746187,0.25,-1.1,-0.85,0.042372881,1.68,1.41,2.62,2.35,-0.27,2,2,1.247619048,1.27027027,0.746666667,0.705,1.670918367,1.801801802,1.475,1.495,0,2,2.485,3,5.4,6.6538385,47.948706,1.185185185,0.834355828,0.356667715,0.846153846,0.972622016,7,94,8,0.1473,0.81216,93,0.14784,0.79901,9,106,3,0.13207,0.90585,106,0.1304,0.90585,23,50,60,0.41533,0.28804,47,0.42558,0.27756,21,14,105,0.6303,0.1898,11,0.64709,0.18255,3.085699659,2.173876941,2.871318969,2.166003357,1.757651,0.781426,0.750168,-1.569061,-1.720182,5.206568333,4.3882,-0.818368333,4.797384167,3.982898582,2.918660593,-5.675652044,2.337602255,-0.167372434,-5.691822069,2.31611123,0.887047161,-2.355266,0.383966,2.201077
160,ZrScCSe2,AA,bridge,1.55,1.33,0.433289,12,6.634126,0.7,2.55,1.262113612,4,11.260288,1.15,2.55,2.020604712,6,9.752392,1.6,1.36,0.1882,11,6.56149,-0.05,-0.4,-0.45,-0.007936508,1.22,1.19,1.22,1.19,-0.03,1.5,1,0.451851852,0.432727273,0.542222222,0.517391304,0.833333333,0.836363636,1.575,1.345,1,1,1.205,2.5,4.6,6.597808,68.089956,0.96875,0.977941176,2.30227949,1.090909091,1.011070047,6,88,12,0.15167,0.78879,87,0.15208,0.77673,34,102,14,0.21954,0.54493,101,0.22068,0.53528,21,14,105,0.6303,0.1898,11,0.64709,0.18255,40,47,68,0.50364,0.23753,44,0.51595,0.22894,3.436622553,2.736909642,3.675103854,2.323096084,1.967481,0.732681,0.736726,-1.629308,-1.807579,5.975924333,5.882573333,-0.093351,5.929248833,2.197064282,1.767619541,-1.271606448,1.797891785,3.060972989,-1.502802748,1.639126774,2.895618919,-0.933902,0.384525,0.273086
558,MoTaNBr2,AA,m2,1.45,2.16,0.74733,14,7.09243,0.65,3.04,-0.07,5,14.53413,1.15,2.96,3.3635883,7,11.81381,1.45,1.5,0.32312,11,7.549571,0,-0.3,-0.3,0,0.88,1.54,0.8,1.46,0.66,4,2,0.307692308,0.561538462,0.419047619,0.733333333,0.734265734,0.765734266,1.45,1.83,1,1,1.13,1,6,7.3210005,138.44394,1,1.44,2.312855905,1.272727273,0.939448083,7,94,8,0.1473,0.81216,93,0.14784,0.79901,35,108,10,0.19779,0.60484,108,0.1953,0.60484,73,52,69,0.54867,0.21804,49,0.56231,0.21007,42,55,61,0.46178,0.25907,52,0.47342,0.24951,3.448586047,2.772458046,3.451476056,2.180894252,1.484987,0.49259,0.574722,-1.615571,-0.936727,3.383127333,4.127457,0.744329667,3.755292167,4.324268227,3.116683801,-3.705265609,-0.61855758,0.118705053,-3.782760081,-0.337445599,0.060270323,-0.565716,0.386016,2.190622
556,TaMnNO2,BA,x,1.45,1.5,0.32312,11,7.549571,0.65,3.04,-0.07,5,14.53413,0.6,3.44,1.4611053,6,13.618055,1.4,1.55,-0.52,13,7.434038,0.05,-0.85,-0.8,0.00877193,1.54,1.49,1.94,1.89,-0.05,4,2,0.946341463,0.945,0.733333333,0.726829268,1.290465632,1.300167785,1.425,1.525,2,2,1.915,0,5.8,7.4918045,117.9429625,1.035714286,0.967741935,-0.621384615,0.846153846,1.015541083,7,94,8,0.1473,0.81216,93,0.14784,0.79901,8,100,5,0.14058,0.85098,99,0.14125,0.83626,25,58,52,0.3851,0.31065,55,0.39497,0.29907,73,52,69,0.54867,0.21804,49,0.56231,0.21007,2.948236366,2.071366082,2.581504865,2.204683476,1.521641,1.087394,0.904829,-1.596115,-1.917749,6.483321,6.741401,0.25808,6.612361,2.883064812,0.973831114,-2.699970848,1.909377068,-2.282082224,-3.126486532,1.599691081,-0.009961703,-1.429161,0.386435,-0.026265
164,MnTaNO2,AB,m1,1.4,1.55,-0.52,13,7.434038,0.65,3.04,-0.07,5,14.53413,0.6,3.44,1.4611053,6,13.618055,1.45,1.5,0.32312,11,7.549571,-0.05,-0.8,-0.85,-0.00877193,1.49,1.54,1.89,1.94,0.05,4,2,0.945,0.946341463,0.726829268,0.733333333,1.300167785,1.290465632,1.425,1.525,2,2,1.915,0,5.8,7.4918045,117.9429625,0.965517241,1.033333333,-1.609309235,1.181818182,0.984696746,7,94,8,0.1473,0.81216,93,0.14784,0.79901,8,100,5,0.14058,0.85098,99,0.14125,0.83626,73,52,69,0.54867,0.21804,49,0.56231,0.21007,25,58,52,0.3851,0.31065,55,0.39497,0.29907,2.948253534,1.937716125,2.581423288,2.060801694,1.503537,0.905054,1.08125,-1.894378,-1.595464,6.736781667,6.47922,-0.257561667,6.608000833,2.688318102,0.977449758,-2.694412546,-2.281562096,1.924637132,-3.052705694,0.088076697,1.616784703,-1.429157,0.386439,-0.125369
539,MnCrCBr2,AA,x,1.4,1.55,-0.52,13,7.434038,0.7,2.55,1.262113612,4,11.260288,1.15,2.96,3.3635883,7,11.81381,1.4,1.66,0.6758412,12,6.76651,0,-0.25,-0.25,0,1,0.89,1.41,1.3,-0.11,5,0,0.552941176,0.509803922,0.476190476,0.423809524,1.161176471,1.20290813,1.4,1.605,0,1,1.355,0,6.2,7.100274,53.4670725,1,0.93373494,-0.769411513,1.083333333,1.098651742,6,88,12,0.15167,0.78879,87,0.15208,0.77673,35,108,10,0.19779,0.60484,108,0.1953,0.60484,24,54,56,0.40019,0.29894,51,0.41024,0.28794,25,58,52,0.3851,0.31065,55,0.39497,0.29907,3.251499908,2.594320495,3.231116826,2.081794846,1.283355,0.407724,0.42799,-1.157903,-0.961164,4.627965333,4.698828,0.070862667,4.663396667,2.904946785,1.887015113,-2.962591151,-1.486557388,-0.647932578,-3.32653027,1.247196238,0.036295028,-0.19349,0.388953,1.615573
550,CrMnCBr2,AA,x,1.4,1.66,0.6758412,12,6.76651,0.7,2.55,1.262113612,4,11.260288,1.15,2.96,3.3635883,7,11.81381,1.4,1.55,-0.52,13,7.434038,0,-0.25,-0.25,0,0.89,1,1.3,1.41,0.11,5,0,0.509803922,0.552941176,0.423809524,0.476190476,1.20290813,1.161176471,1.4,1.605,0,1,1.355,0,6.2,7.100274,53.4670725,1,1.070967742,-1.299694615,0.923076923,0.910206539,6,88,12,0.15167,0.78879,87,0.15208,0.77673,35,108,10,0.19779,0.60484,108,0.1953,0.60484,25,58,52,0.3851,0.31065,55,0.39497,0.29907,24,54,56,0.40019,0.29894,51,0.41024,0.28794,3.251454112,2.619058512,3.231181869,2.041997783,1.279946,0.423754,0.404459,-0.96089,-1.147267,4.697684333,4.626428333,-0.071256,4.662056333,2.961746747,1.897216095,-2.962494585,-0.647981328,-1.485654651,-3.436510975,0.778301306,0.133012781,-0.19349,0.388953,1.810749
297,WTaCO2,AA,m1,1.35,2.36,0.816268,14,7.86403,0.7,2.55,1.262113612,4,11.260288,0.6,3.44,1.4611053,6,13.618055,1.45,1.5,0.32312,11,7.549571,-0.1,-0.75,-0.85,-0.017857143,0.19,1.05,1.08,1.94,0.86,3.5,1,0.553846154,0.946341463,0.092682927,0.488372093,5.975708502,1.937746806,1.4,1.93,0,1,1.51,0.5,5.4,7.7068005,182.39394,0.931034483,1.573333333,2.526206982,1.272727273,1.041652565,6,88,12,0.15167,0.78879,87,0.15208,0.77673,8,100,5,0.14058,0.85098,99,0.14125,0.83626,73,52,69,0.54867,0.21804,49,0.56231,0.21007,74,56,66,0.52343,0.22855,53,0.5367,0.22009,3.104870087,2.127574057,2.918470999,2.133618323,1.841868,1.087037,1.169896,-2.184367,-1.914434,5.591776,5.941996667,0.350220667,5.766886333,2.895467629,0.976059772,-3.112270043,-0.387665787,0.205616475,-3.546162825,-0.552789132,-0.004514195,-1.300977,0.389484,0.09404
459,Mn2CBr2,AA,x,1.4,1.55,-0.52,13,7.434038,0.7,2.55,1.262113612,4,11.260288,1.15,2.96,3.3635883,7,11.81381,1.4,1.55,-0.52,13,7.434038,0,-0.25,-0.25,0,1,1,1.41,1.41,0,5,0,0.552941176,0.552941176,0.476190476,0.476190476,1.161176471,1.161176471,1.4,1.55,0,0,1.41,0,6.4,7.434038,54.938045,1,1,1,1,1,6,88,12,0.15167,0.78879,87,0.15208,0.77673,35,108,10,0.19779,0.60484,108,0.1953,0.60484,25,58,52,0.3851,0.31065,55,0.39497,0.29907,25,58,52,0.3851,0.31065,55,0.39497,0.29907,3.246098988,2.589583417,3.304617579,2.094302329,1.256159,0.428021,0.421645,-1.048453,-1.057369,4.873377,4.873346667,-3.03E-05,4.873361833,2.895605817,1.883265647,-2.67922647,-1.731588987,-1.731588987,-3.116486088,1.52976351,1.52976351,-0.175856,0.390276,1.414174
