index,formula,MXene,H_MXene,RM1,EM1,AM1,VM1,IPM1,RX,EX,AX,VX,IPX,RT,ET,AT,VT,IPT,RM2,EM2,AM2,VM2,IPM2,RM1-RM2,RT-RM1,RT-RM2,(RM1-M2)/(RM1+RM2)/2,EX-EM1,EX-EM2,ET-EM1,ET-EM2,EM1-EM2,d_avg,d_diff,(ET-EM1)/(RM1+RT),(ET-EM2)/(RM2+RT),(EX-EM1)/(RM1+RX),(EX-EM2)/(RM2+RX),COM_M1,COM_M2,RM_avg,EM_avg,P_diff,G_diff,ET-EM_avg,pT-d_avg,VEC,IP_avg,mM_avg,RM1/M2,EM1/M2,AM1/M2,VM1/M2,IPM1/M2,X_AN,X_PNME,X_DNME,X_SZaME/(SZaME)max,X_REaME/(REaME)max,X_PNMD,X_SZaMD/(SZaMD)max,X_REaMD/(REaMD)max,T_AN,T_PNME,T_DNME,T_SZaME/(SZaME)max,T_REaME/(REaME)max,T_PNMD,T_SZaMD/(SZaMD)max,T_REaMD/(REaMD)max,M2_AN,M2_PNME,M2_DNME,M2_SZaME/(SZaME)max,M2_REaME/(REaME)max,M2_PNMD,M2_SZaMD/(SZaMD)max,M2_REaMD/(REaMD)max,M1_AN,M1_PNME,M1_DNME,M1_SZaME/(SZaME)max,M1_REaME/(REaME)max,M1_PNMD,M1_SZaMD/(SZaMD)max,M1_REaMD/(REaMD)max,A,d_T-M1,d_T-X,d_M1_X,X_bader,T1_bader,T2_bader,M2_bader,M1_bader,WF_bottom(eV),WF_top(eV),WF_diff,WF_avg,d_H_M1,d_H_T,e_dpz,e_d(M1),e_d(M2),E_pz_T,E_d_M1,E_d_M2,Formation_Energy_eV_per_atom,E_above_hull_eV_per_atom,Delta_G_eV
155,Cr2NF2,AA,m2,1.4,1.66,0.6758412,12,6.76651,0.65,3.04,-0.07,5,14.53413,0.5,3.98,3.401189824,7,17.42282,1.4,1.66,0.6758412,12,6.76651,0,-0.9,-0.9,0,1.38,1.38,2.32,2.32,0,5,0,1.221052632,1.221052632,0.673170732,0.673170732,1.813882532,1.813882532,1.4,1.66,0,0,2.32,0,6.2,6.76651,51.9961,1,1,1,1,1,7,94,8,0.1473,0.81216,93,0.14784,0.79901,9,106,3,0.13207,0.90585,106,0.1304,0.90585,24,54,56,0.40019,0.29894,51,0.41024,0.28794,24,54,56,0.40019,0.29894,51,0.41024,0.28794,3.017119819,2.102235851,2.892137015,2.077520039,1.517979,0.727563,0.729639,-1.488982,-1.486197,5.363171667,5.365335667,0.002164,5.364253667,1.583522571,2.006170939,-5.441872927,-1.123588129,-1.123588129,-5.429197465,0.815784484,0.815784484,-1.413796,0.071858,2.091394
59,VTiNCl2,AA,bridge,1.35,1.63,0.527662,13,6.746187,0.65,3.04,-0.07,5,14.53413,1,3.16,3.61272528,7,12.967633,1.4,1.54,0.075545,12,6.82812,-0.05,-0.35,-0.4,-0.009090909,1.41,1.5,1.53,1.62,0.09,2.5,1,0.65106383,0.675,0.705,0.731707317,0.923494794,0.9225,1.375,1.585,0,1,1.575,2.5,5.6,6.7871535,49.40425,0.964285714,1.058441558,6.984737574,1.083333333,0.98800065,7,94,8,0.1473,0.81216,93,0.14784,0.79901,17,107,6,0.16265,0.73553,107,0.1606,0.73553,22,46,64,0.43051,0.27789,43,0.441,0.26786,23,50,60,0.41533,0.28804,47,0.42558,0.27756,3.223155444,2.498913039,3.157535431,2.059787665,1.687512,0.591083,0.634916,-1.553512,-1.359998,4.409329,4.563601,0.154272,4.486465,2.504039748,1.5528273,-4.015691087,0.056913694,0.876483844,-4.259658251,0.417229079,0.918493896,-1.388553,0.071878,2.01855
239,NbVCBr2,AA,m2,1.45,1.6,0.917407,13,6.75885,0.7,2.55,1.262113612,4,11.260288,1.15,2.96,3.3635883,7,11.81381,1.35,1.63,0.527662,13,6.746187,0.1,-0.3,-0.2,0.017857143,0.95,0.92,1.36,1.33,-0.03,3.5,1,0.523076923,0.532,0.441860465,0.448780488,1.183805668,1.185434783,1.4,1.615,1,0,1.345,1.5,5.6,6.7525185,71.92394,1.074074074,0.981595092,1.738626242,1,1.00187706,6,88,12,0.15167,0.78879,87,0.15208,0.77673,35,108,10,0.19779,0.60484,108,0.1953,0.60484,23,50,60,0.41533,0.28804,47,0.42558,0.27756,41,51,65,0.48244,0.24797,48,0.49439,0.23893,3.367148738,2.764108017,3.306190435,2.199814664,1.718287,0.553583,0.502504,-1.296296,-1.478079,4.461975333,3.902523,-0.559452333,4.182249167,4.451810218,3.154107171,-3.412292882,0.55703398,0.20604712,-3.502641298,0.551298953,0.205717213,-0.760798,0.072799,2.190492
193,WNbCSe2,AA,bridge,1.35,2.36,0.816268,14,7.86403,0.7,2.55,1.262113612,4,11.260288,1.15,2.55,2.020604712,6,9.752392,1.45,1.6,0.917407,13,6.75885,-0.1,-0.2,-0.3,-0.017857143,0.19,0.95,0.19,0.95,0.76,4,0,0.076,0.365384615,0.092682927,0.441860465,0.82,0.826923077,1.4,1.98,1,1,0.57,0,5.4,7.31144,138.37319,0.931034483,1.475,0.889755583,1.076923077,1.163515983,6,88,12,0.15167,0.78879,87,0.15208,0.77673,34,102,14,0.21954,0.54493,101,0.22068,0.53528,41,51,65,0.48244,0.24797,48,0.49439,0.23893,74,56,66,0.52343,0.22855,53,0.5367,0.22009,3.305829845,2.62599222,3.428296985,2.175619598,1.690569,0.517477,0.616837,-1.52451,-1.300374,4.916714333,4.463253,-0.453461333,4.689983667,2.959489093,1.80615774,-1.809953393,-0.147587903,0.851787345,-1.870561092,-0.049441273,0.846512261,-0.501797,0.073175,1.21576
477,NbWCSe2,AA,bridge,1.45,1.6,0.917407,13,6.75885,0.7,2.55,1.262113612,4,11.260288,1.15,2.55,2.020604712,6,9.752392,1.35,2.36,0.816268,14,7.86403,0.1,-0.3,-0.2,0.017857143,0.95,0.19,0.95,0.19,-0.76,4,0,0.365384615,0.076,0.441860465,0.092682927,0.826923077,0.82,1.4,1.98,1,1,0.57,0,5.4,7.31144,138.37319,1.074074074,0.677966102,1.123904159,0.928571429,0.859463914,6,88,12,0.15167,0.78879,87,0.15208,0.77673,34,102,14,0.21954,0.54493,101,0.22068,0.53528,74,56,66,0.52343,0.22855,53,0.5367,0.22009,41,51,65,0.48244,0.24797,48,0.49439,0.23893,3.305160491,2.642651479,3.429015793,2.234337503,1.691605,0.623001,0.525795,-1.31204,-1.528361,4.469198667,4.922272333,0.453073667,4.6957355,2.169746165,1.728485883,-1.818839668,0.850550081,-0.150740626,-2.008061213,0.694842366,-0.180041932,-0.501752,0.073219,1.199969
406,Ta2NS2,BB,x,1.45,1.5,0.32312,11,7.549571,0.65,3.04,-0.07,5,14.53413,1,2.58,2.077104512,6,10.36001,1.45,1.5,0.32312,11,7.549571,0,-0.45,-0.45,0,1.54,1.54,1.08,1.08,0,3,0,0.440816327,0.440816327,0.733333333,0.733333333,0.601113173,0.601113173,1.45,1.5,0,0,1.08,1,5.4,7.549571,180.94788,1,1,1,1,1,7,94,8,0.1473,0.81216,93,0.14784,0.79901,16,101,9,0.1781,0.67171,100,0.17899,0.65995,73,52,69,0.54867,0.21804,49,0.56231,0.21007,73,52,69,0.54867,0.21804,49,0.56231,0.21007,3.151979981,2.455221071,2.979294525,2.254673016,1.686888,0.763529,0.768318,-1.610537,-1.608198,5.489066,5.489012667,-5.33E-05,5.489039333,3.4446754,1.361216571,-2.325934481,1.181864942,1.181864942,-2.978437556,0.877452732,0.877452732,-1.038019,0.075163,0.981176
396,CrVCF2,AA,m2,1.4,1.66,0.6758412,12,6.76651,0.7,2.55,1.262113612,4,11.260288,0.5,3.98,3.401189824,7,17.42282,1.35,1.63,0.527662,13,6.746187,0.05,-0.9,-0.85,0.009090909,0.89,0.92,2.32,2.35,0.03,4,2,1.221052632,1.27027027,0.423809524,0.448780488,2.881135423,2.830493537,1.375,1.645,0,1,2.335,1,5.8,6.7563485,51.4688,1.037037037,1.018404908,1.280822193,0.923076923,1.003012517,6,88,12,0.15167,0.78879,87,0.15208,0.77673,9,106,3,0.13207,0.90585,106,0.1304,0.90585,23,50,60,0.41533,0.28804,47,0.42558,0.27756,24,54,56,0.40019,0.29894,51,0.41024,0.28794,3.011206519,2.132727959,2.794943954,1.982633128,1.553227,0.698442,0.727543,-1.57328,-1.405929,5.336062667,6.001563333,0.665500667,5.668813,3.634917361,2.952908263,-5.102611785,-0.86515503,0.750471163,-5.186539065,0.893343637,0.613217519,-1.470905,0.077983,2.19349
392,VCrCF2,AA,x,1.35,1.63,0.527662,13,6.746187,0.7,2.55,1.262113612,4,11.260288,0.5,3.98,3.401189824,7,17.42282,1.4,1.66,0.6758412,12,6.76651,-0.05,-0.85,-0.9,-0.009090909,0.92,0.89,2.35,2.32,-0.03,4,2,1.27027027,1.221052632,0.448780488,0.423809524,2.830493537,2.881135423,1.375,1.645,0,1,2.335,1,5.8,6.7563485,51.4688,0.964285714,0.981927711,0.780748495,1.083333333,0.996996531,6,88,12,0.15167,0.78879,87,0.15208,0.77673,9,106,3,0.13207,0.90585,106,0.1304,0.90585,24,54,56,0.40019,0.29894,51,0.41024,0.28794,23,50,60,0.41533,0.28804,47,0.42558,0.27756,3.010733358,2.146908104,2.79550976,2.042664712,1.556267,0.727145,0.696596,-1.405421,-1.574586,5.995158667,5.324371333,-0.670787333,5.659765,3.92019936,2.843562912,-5.103935777,0.750774281,-0.864901848,-5.052831798,0.867160915,0.889031308,-1.470896,0.077992,2.200553
425,ZrTiNBr2,AA,m2,1.55,1.33,0.433289,12,6.634126,0.65,3.04,-0.07,5,14.53413,1.15,2.96,3.3635883,7,11.81381,1.4,1.54,0.075545,12,6.82812,0.15,-0.4,-0.25,0.025423729,1.71,1.5,1.63,1.42,-0.21,2,0,0.603703704,0.556862745,0.777272727,0.731707317,0.776694823,0.761045752,1.475,1.435,1,0,1.525,3,5.4,6.731123,69.5455,1.107142857,0.863636364,5.735508637,1,0.971588959,7,94,8,0.1473,0.81216,93,0.14784,0.79901,35,108,10,0.19779,0.60484,108,0.1953,0.60484,22,46,64,0.43051,0.27789,43,0.441,0.26786,40,47,68,0.50364,0.23753,44,0.51595,0.22894,3.408546276,2.787680207,3.396125499,2.278190281,1.85713,0.635359,0.593226,-1.465924,-1.61979,4.114555333,3.718538333,-0.396017,3.916546833,4.456410041,3.168572665,-3.704751173,1.424472793,0.836355109,-3.769397371,1.425663999,0.83333856,-1.469247,0.08031,2.191905
82,ZrYCCl2,AA,m2,1.55,1.33,0.433289,12,6.634126,0.7,2.55,1.262113612,4,11.260288,1,3.16,3.61272528,7,12.967633,1.8,1.22,0.30712,11,6.21726,-0.25,-0.55,-0.8,-0.037313433,1.22,1.33,1.83,1.94,0.11,1.5,1,0.717647059,0.692857143,0.542222222,0.532,1.323529412,1.30236305,1.675,1.275,0,1,1.885,3.5,5,6.425693,90.064925,0.861111111,1.090163934,1.410813363,1.090909091,1.067049794,6,88,12,0.15167,0.78879,87,0.15208,0.77673,17,107,6,0.16265,0.73553,107,0.1606,0.73553,39,15,108,0.74258,0.1611,12,0.76224,0.15497,40,47,68,0.50364,0.23753,44,0.51595,0.22894,3.529224952,2.691809653,3.537473582,2.331273061,2.120916,0.69731,0.725335,-1.714283,-1.829278,4.90728,4.316283667,-0.590996333,4.611781833,4.327105301,3.278673006,-4.158582016,1.463696681,1.781457527,-4.179619793,1.437324093,1.735326431,-1.520642,0.080654,2.172751
330,NbZrNS2,BA,x,1.45,1.6,0.917407,13,6.75885,0.65,3.04,-0.07,5,14.53413,1,2.58,2.077104512,6,10.36001,1.55,1.33,0.433289,12,6.634126,-0.1,-0.45,-0.55,-0.016666667,1.44,1.71,0.98,1.25,0.27,3,2,0.4,0.490196078,0.685714286,0.777272727,0.583333333,0.630661621,1.5,1.465,0,1,1.115,1,5.2,6.696488,92.06519,0.935483871,1.203007519,2.117309694,1.083333333,1.018800366,7,94,8,0.1473,0.81216,93,0.14784,0.79901,16,101,9,0.1781,0.67171,100,0.17899,0.65995,40,47,68,0.50364,0.23753,44,0.51595,0.22894,41,51,65,0.48244,0.24797,48,0.49439,0.23893,3.311291898,2.491282538,2.868371464,2.295714678,1.744531,0.764506,0.93124,-1.9134,-1.526878,5.466218,5.365683667,-0.100534333,5.415950833,3.518094636,1.376377855,-2.547773755,0.407913124,0.361279144,-3.333254609,-0.030969536,0.034075295,-1.359154,0.082776,1.455984
131,TiHfNBr2,AA,m2,1.4,1.54,0.075545,12,6.82812,0.65,3.04,-0.07,5,14.53413,1.15,2.96,3.3635883,7,11.81381,1.55,1.3,0.17807,10,6.82507,-0.15,-0.25,-0.4,-0.025423729,1.5,1.74,1.42,1.66,0.24,2,0,0.556862745,0.614814815,0.731707317,0.790909091,0.761045752,0.777352065,1.475,1.42,2,0,1.54,3,5.4,6.826595,113.1785,0.903225806,1.184615385,0.424243275,1.2,1.000446882,7,94,8,0.1473,0.81216,93,0.14784,0.79901,35,108,10,0.19779,0.60484,108,0.1953,0.60484,72,48,71,0.57475,0.20815,45,0.58884,0.2006,22,46,64,0.43051,0.27789,43,0.441,0.26786,3.396373606,2.664399828,3.433165759,2.207652273,1.865139,0.592894,0.633615,-1.670882,-1.420766,3.342169667,4.038194333,0.696024667,3.690182,4.28300846,3.15989551,-4.396143705,0.720981501,0.166592956,-4.434957565,0.716564097,0.083741236,-1.416303,0.086428,2.194203
523,MoNbCSe2,AA,bridge,1.45,2.16,0.74733,14,7.09243,0.7,2.55,1.262113612,4,11.260288,1.15,2.55,2.020604712,6,9.752392,1.45,1.6,0.917407,13,6.75885,0,-0.3,-0.3,0,0.39,0.95,0.39,0.95,0.56,4.5,1,0.15,0.365384615,0.181395349,0.441860465,0.826923077,0.826923077,1.45,1.88,0,1,0.67,0.5,5.4,6.92564,94.42319,1,1.35,0.814611181,1.076923077,1.04935455,6,88,12,0.15167,0.78879,87,0.15208,0.77673,34,102,14,0.21954,0.54493,101,0.22068,0.53528,41,51,65,0.48244,0.24797,48,0.49439,0.23893,42,55,61,0.46178,0.25907,52,0.47342,0.24951,3.289126859,2.623680481,3.455382887,2.182820243,1.625104,0.471358,0.606488,-1.535123,-1.167827,4.929157667,4.724227,-0.204930667,4.826692333,2.724812761,1.730579359,-1.672443275,-0.340077077,0.949729977,-1.803623547,-0.268106588,0.868689047,-0.553082,0.088684,1.040681
74,NbMoCSe2,AA,bridge,1.45,1.6,0.917407,13,6.75885,0.7,2.55,1.262113612,4,11.260288,1.15,2.55,2.020604712,6,9.752392,1.45,2.16,0.74733,14,7.09243,0,-0.3,-0.3,0,0.95,0.39,0.95,0.39,-0.56,4.5,1,0.365384615,0.15,0.441860465,0.181395349,0.826923077,0.826923077,1.45,1.88,0,1,0.67,0.5,5.4,6.92564,94.42319,1,0.740740741,1.227579516,0.928571429,0.952966755,6,88,12,0.15167,0.78879,87,0.15208,0.77673,34,102,14,0.21954,0.54493,101,0.22068,0.53528,42,55,61,0.46178,0.25907,52,0.47342,0.24951,41,51,65,0.48244,0.24797,48,0.49439,0.23893,3.289102507,2.641817984,3.45541986,2.216523446,1.622118,0.623078,0.47453,-1.171678,-1.548048,4.727969667,4.932573333,0.204603667,4.8302715,2.172153509,1.727243839,-1.660229264,0.948986244,-0.337296501,-1.857926018,0.796690829,-0.383824722,-0.553081,0.088685,1.209188
415,Mn2NS2,AA,m1,1.4,1.55,-0.52,13,7.434038,0.65,3.04,-0.07,5,14.53413,1,2.58,2.077104512,6,10.36001,1.4,1.55,-0.52,13,7.434038,0,-0.4,-0.4,0,1.49,1.49,1.03,1.03,0,5,0,0.429166667,0.429166667,0.726829268,0.726829268,0.590464206,0.590464206,1.4,1.55,0,0,1.03,1,6.2,7.434038,54.938045,1,1,1,1,1,7,94,8,0.1473,0.81216,93,0.14784,0.79901,16,101,9,0.1781,0.67171,100,0.17899,0.65995,25,58,52,0.3851,0.31065,55,0.39497,0.29907,25,58,52,0.3851,0.31065,55,0.39497,0.29907,3.081211177,2.284314213,3.104855347,2.097738753,1.407985,0.528662,0.508083,-1.212316,-1.232411,5.179988333,5.180025667,3.73E-05,5.180007,3.197742005,1.357469663,-1.812587317,-1.905999703,-1.905999703,-2.244542953,0.252813725,0.252813725,-0.359905,0.092615,0.976777
457,VTaCBr2,AA,x,1.35,1.63,0.527662,13,6.746187,0.7,2.55,1.262113612,4,11.260288,1.15,2.96,3.3635883,7,11.81381,1.45,1.5,0.32312,11,7.549571,-0.1,-0.2,-0.3,-0.017857143,0.92,1.05,1.33,1.46,0.13,3,0,0.532,0.561538462,0.448780488,0.488372093,1.185434783,1.14981685,1.4,1.565,2,0,1.395,2,5.6,7.147879,115.94469,0.931034483,1.086666667,1.633021788,1.181818182,0.893585477,6,88,12,0.15167,0.78879,87,0.15208,0.77673,35,108,10,0.19779,0.60484,108,0.1953,0.60484,73,52,69,0.54867,0.21804,49,0.56231,0.21007,23,50,60,0.41533,0.28804,47,0.42558,0.27756,3.37102017,2.660231147,3.325769825,2.137312704,1.762188,0.509729,0.568375,-1.567581,-1.272712,3.585178333,4.450539667,0.865361333,4.017859,3.060734049,1.958880377,-4.004402593,0.046894437,-0.149320513,-4.499470208,0.298842476,-0.705908474,-0.721836,0.093402,2.125696
305,TaVCBr2,AA,m2,1.45,1.5,0.32312,11,7.549571,0.7,2.55,1.262113612,4,11.260288,1.15,2.96,3.3635883,7,11.81381,1.35,1.63,0.527662,13,6.746187,0.1,-0.3,-0.2,0.017857143,1.05,0.92,1.46,1.33,-0.13,3,0,0.561538462,0.532,0.488372093,0.448780488,1.14981685,1.185434783,1.4,1.565,2,0,1.395,2,5.6,7.147879,115.94469,1.074074074,0.920245399,0.612361701,0.846153846,1.119087123,6,88,12,0.15167,0.78879,87,0.15208,0.77673,35,108,10,0.19779,0.60484,108,0.1953,0.60484,23,50,60,0.41533,0.28804,47,0.42558,0.27756,73,52,69,0.54867,0.21804,49,0.56231,0.21007,3.370980653,2.776291413,3.325813797,2.184629003,1.765829,0.567625,0.506207,-1.271392,-1.568268,4.435166,3.569814667,-0.865351333,4.002490333,4.406948597,3.112295503,-4.005225196,-0.150320236,0.046815241,-4.05399812,0.052832237,0.033554813,-0.721836,0.093402,2.194469
32,HfTiCF2,AA,bridge,1.55,1.3,0.17807,10,6.82507,0.7,2.55,1.262113612,4,11.260288,0.5,3.98,3.401189824,7,17.42282,1.4,1.54,0.075545,12,6.82812,0.15,-1.05,-0.9,0.025423729,1.25,1.01,2.68,2.44,-0.24,2,0,1.307317073,1.284210526,0.555555556,0.480952381,2.353170732,2.670140698,1.475,1.42,2,0,2.56,3,5.2,6.826595,113.1785,1.107142857,0.844155844,2.35713813,0.833333333,0.999553318,6,88,12,0.15167,0.78879,87,0.15208,0.77673,9,106,3,0.13207,0.90585,106,0.1304,0.90585,22,46,64,0.43051,0.27789,43,0.441,0.26786,72,48,71,0.57475,0.20815,45,0.58884,0.2006,3.163773894,2.283233116,2.963704855,2.203838373,2.030805,0.776141,0.769636,-1.723878,-1.852702,4.772965667,3.723792,-1.049173667,4.248378833,1.859472318,2.213028123,-6.130099357,0.852911014,1.000018228,-5.891279296,1.161054269,1.054659132,-2.190459,0.095073,2.007382
11,NbCrCCl2,AA,bridge,1.45,1.6,0.917407,13,6.75885,0.7,2.55,1.262113612,4,11.260288,1,3.16,3.61272528,7,12.967633,1.4,1.66,0.6758412,12,6.76651,0.05,-0.45,-0.4,0.00877193,0.95,0.89,1.56,1.5,-0.06,4.5,1,0.636734694,0.625,0.441860465,0.423809524,1.441031149,1.474719101,1.425,1.63,1,1,1.53,0.5,5.8,6.76268,72.45124,1.035714286,0.963855422,1.357429822,1.083333333,0.998867954,6,88,12,0.15167,0.78879,87,0.15208,0.77673,17,107,6,0.16265,0.73553,107,0.1606,0.73553,24,54,56,0.40019,0.29894,51,0.41024,0.28794,41,51,65,0.48244,0.24797,48,0.49439,0.23893,3.276914895,2.614745236,3.086101365,2.186695307,1.579084,0.635415,0.541235,-1.159247,-1.596486,4.884272333,3.809753667,-1.074518667,4.347013,4.656390635,3.10740287,-4.011180679,0.484608059,-0.900795253,-3.979519033,0.478831143,0.289464684,-0.766951,0.095898,2.179939
105,YScNBr2,AA,x,1.8,1.22,0.30712,11,6.21726,0.65,3.04,-0.07,5,14.53413,1.15,2.96,3.3635883,7,11.81381,1.6,1.36,0.1882,11,6.56149,0.2,-0.65,-0.45,0.029411765,1.82,1.68,1.74,1.6,-0.14,1,0,0.589830508,0.581818182,0.742857143,0.746666667,0.794002608,0.779220779,1.7,1.29,1,0,1.67,4,5,6.389375,66.930881,1.125,0.897058824,1.631880978,1,0.947537831,7,94,8,0.1473,0.81216,93,0.14784,0.79901,35,108,10,0.19779,0.60484,108,0.1953,0.60484,21,14,105,0.6303,0.1898,11,0.64709,0.18255,39,15,108,0.74258,0.1611,12,0.76224,0.15497,3.541695656,2.85620277,3.59938081,2.43764928,1.960453,0.692849,0.671637,-1.64014,-1.684799,4.274732,4.230145667,-0.044586333,4.252438833,4.864534764,3.178754283,-3.856224043,1.052878052,1.822388814,-3.861189209,0.957566577,1.812802101,-1.759045,0.095989,2.195828
240,ScYNBr2,AA,m2,1.6,1.36,0.1882,11,6.56149,0.65,3.04,-0.07,5,14.53413,1.15,2.96,3.3635883,7,11.81381,1.8,1.22,0.30712,11,6.21726,-0.2,-0.45,-0.65,-0.029411765,1.68,1.82,1.6,1.74,0.14,1,0,0.581818182,0.589830508,0.746666667,0.742857143,0.779220779,0.794002608,1.7,1.29,1,0,1.67,4,5,6.389375,66.930881,0.888888889,1.114754098,0.612789789,1,1.055366834,7,94,8,0.1473,0.81216,93,0.14784,0.79901,35,108,10,0.19779,0.60484,108,0.1953,0.60484,39,15,108,0.74258,0.1611,12,0.76224,0.15497,21,14,105,0.6303,0.1898,11,0.64709,0.18255,3.541692549,2.738249314,3.59933151,2.341536421,1.955773,0.671789,0.688033,-1.676008,-1.639587,4.231143333,4.275254,0.044110667,4.253198667,4.372909583,3.279584681,-3.857911457,1.824833809,1.066128963,-3.85810333,1.812138256,0.946500576,-1.759045,0.09599,2.22811
235,TaHfNSe2,BA,bridge,1.45,1.5,0.32312,11,7.549571,0.65,3.04,-0.07,5,14.53413,1.15,2.55,2.020604712,6,9.752392,1.55,1.3,0.17807,10,6.82507,-0.1,-0.3,-0.4,-0.016666667,1.54,1.74,1.05,1.25,0.2,2.5,1,0.403846154,0.462962963,0.733333333,0.790909091,0.550699301,0.58535547,1.5,1.4,0,1,1.15,1.5,5.2,7.1873205,179.71894,0.935483871,1.153846154,1.814567305,1.1,1.106152904,7,94,8,0.1473,0.81216,93,0.14784,0.79901,34,102,14,0.21954,0.54493,101,0.22068,0.53528,72,48,71,0.57475,0.20815,45,0.58884,0.2006,73,52,69,0.54867,0.21804,49,0.56231,0.21007,3.359595218,2.604698371,3.007094746,2.317708993,1.774761,0.830954,0.663877,-1.836911,-1.432681,4.912471333,4.509340333,-0.403131,4.710905833,2.967149543,1.852074248,-2.476709702,0.675445858,1.236427179,-2.388663907,0.816800489,1.296944441,-1.189342,0.097428,2.049959
501,V2NCl2,AA,m2,1.35,1.63,0.527662,13,6.746187,0.65,3.04,-0.07,5,14.53413,1,3.16,3.61272528,7,12.967633,1.35,1.63,0.527662,13,6.746187,0,-0.35,-0.35,0,1.41,1.41,1.53,1.53,0,3,0,0.65106383,0.65106383,0.705,0.705,0.923494794,0.923494794,1.35,1.63,0,0,1.53,2,5.8,6.746187,50.9415,1,1,1,1,1,7,94,8,0.1473,0.81216,93,0.14784,0.79901,17,107,6,0.16265,0.73553,107,0.1606,0.73553,23,50,60,0.41533,0.28804,47,0.42558,0.27756,23,50,60,0.41533,0.28804,47,0.42558,0.27756,3.205668164,2.505809757,3.159997312,2.045939722,1.572973,0.56806,0.597343,-1.38186,-1.356514,4.578414333,4.581029,0.002614667,4.579721667,4.28048045,3.192527725,-4.084221214,-0.166287073,-0.166287073,-4.327059817,0.439443932,0.439443932,-1.099061,0.098744,2.1697
380,ScTiNCl2,AA,m2,1.6,1.36,0.1882,11,6.56149,0.65,3.04,-0.07,5,14.53413,1,3.16,3.61272528,7,12.967633,1.4,1.54,0.075545,12,6.82812,0.2,-0.6,-0.4,0.033333333,1.68,1.5,1.8,1.62,-0.18,1.5,1,0.692307692,0.675,0.746666667,0.731707317,0.927197802,0.9225,1.5,1.45,0,1,1.71,3.5,5.2,6.694805,46.411456,1.142857143,0.883116883,2.491230392,0.916666667,0.960951184,7,94,8,0.1473,0.81216,93,0.14784,0.79901,17,107,6,0.16265,0.73553,107,0.1606,0.73553,22,46,64,0.43051,0.27789,43,0.441,0.26786,21,14,105,0.6303,0.1898,11,0.64709,0.18255,3.281894446,2.564836416,3.289685798,2.240407164,1.865254,0.688737,0.659138,-1.586556,-1.626574,4.251952,4.612025667,0.360073667,4.431988833,4.373009801,3.252279818,-4.639494428,1.243843603,0.687273812,-4.640561883,1.182949245,0.685344436,-1.817284,0.100615,2.164507
391,WVCSe2,BA,bridge,1.35,2.36,0.816268,14,7.86403,0.7,2.55,1.262113612,4,11.260288,1.15,2.55,2.020604712,6,9.752392,1.35,1.63,0.527662,13,6.746187,0,-0.2,-0.2,0,0.19,0.92,0.19,0.92,0.73,3.5,1,0.076,0.368,0.092682927,0.448780488,0.82,0.82,1.35,1.995,2,1,0.555,0.5,5.4,7.3051085,117.39075,1,1.447852761,1.546952405,1.076923077,1.165699972,6,88,12,0.15167,0.78879,87,0.15208,0.77673,34,102,14,0.21954,0.54493,101,0.22068,0.53528,23,50,60,0.41533,0.28804,47,0.42558,0.27756,74,56,66,0.52343,0.22855,53,0.5367,0.22009,3.160026601,2.581543743,3.002243239,2.170520418,1.587214,0.475113,0.520136,-1.322407,-1.260056,4.553353333,4.279438333,-0.273915,4.416395833,3.042397381,1.826080983,-2.117273313,-0.081393039,0.165849732,-2.12953024,-0.032830883,0.162820525,-0.439554,0.101014,1.442554
495,MoNbCS2,BB,x,1.45,2.16,0.74733,14,7.09243,0.7,2.55,1.262113612,4,11.260288,1,2.58,2.077104512,6,10.36001,1.45,1.6,0.917407,13,6.75885,0,-0.45,-0.45,0,0.39,0.95,0.42,0.98,0.56,4.5,1,0.171428571,0.4,0.181395349,0.441860465,0.945054945,0.905263158,1.45,1.88,0,1,0.7,0.5,5.4,6.92564,94.42319,1,1.35,0.814611181,1.076923077,1.04935455,6,88,12,0.15167,0.78879,87,0.15208,0.77673,16,101,9,0.1781,0.67171,100,0.17899,0.65995,41,51,65,0.48244,0.24797,48,0.49439,0.23893,42,55,61,0.46178,0.25907,52,0.47342,0.24951,3.130354007,2.429021078,2.853980377,2.186765784,1.504141,0.573944,0.710025,-1.509193,-1.278917,5.795232667,5.069446,-0.725786667,5.432339333,3.400727169,1.367600179,-1.608291828,-0.290471766,1.378914396,-2.195800277,-0.70775569,1.316672114,-0.66161,0.101614,1.439718
